1.253
0.98
1.096
1.348
1.274
0.705
1.09
0.87
0.879
0.982
0.929
1.191
1.052
0.924
0.989
0.967
1.199
0.859
0.963
0.729
0.389
1.031
1.073
0.752
1.354
0.609
0.909
0.863
1.207
1.194
0.931
0.976
0.722
0.504
0.83
0.931
1.146
1.14
0.823
0.84
0.69
0.616
0.559
1.29
0.798
0.812
0.649
1.055
0.577
0.857
